#Simulation
#================
#
#SIZE=128
#SPEED=1
#NUM_AGENTS=12
#AGENT_AUDITION30
#AGENT_LEARNING_SPEED=1
#AGENT_SIGHT=40
#FOOD_ADDITION_PER_UNIT=5
#FOOD_MAXRANGE=12
#FOOD_MINRANGE=8
#FOOD_NUM=6
#FOOD_SPEED=30
#ANSWER_SAMPLE=5

id;step;kind;food_0;food_1;food_2;food_3;food_4;food_5
0;266;grid;0.16980027;0.15480024;0.2670001;0.2670001;0.2670001;0.2670001
1;266;grid;0.2670001;0.19380027;0.2670001;0.2670001;0.2670001;0.2670001
2;266;grid;0.2670001;0.2670001;0.23340027;0.19320026;0.18480027;0.1320002
3;266;grid;0.2670001;0.2670001;0.2670001;0.2670001;0.2670001;0.2670001
4;266;grid;0.2670001;0.2670001;0.2670001;0.2670001;0.2670001;0.2670001
5;266;grid;0.1338002;0.2670001;0.2670001;0.2670001;0.2670001;0.23640028
6;266;grid;0.2670001;0.2670001;0.2670001;0.2670001;0.2670001;0.2670001
7;266;grid;0.2670001;0.2670001;0.2670001;0.2670001;0.2670001;0.2670001
8;266;grid;0.2670001;0.2670001;0.21660025;0.2670001;0.2670001;0.2670001
9;266;grid;0.2670001;0.2670001;0.2670001;0.20880026;0.20100026;0.16200025
10;266;grid;0.2670001;0.2670001;0.2670001;0.2670001;0.16620027;0.12240018
11;266;grid;0.11580015;0.2670001;0.2670001;0.2670001;0.2670001;0.24780032
0;267;grid;0.17080027;0.15580024;0.2680001;0.2680001;0.2680001;0.2680001
1;267;grid;0.2680001;0.19480027;0.2680001;0.2680001;0.2680001;0.2680001
2;267;grid;0.2680001;0.2680001;0.23440027;0.19420026;0.18580027;0.1330002
3;267;grid;0.2680001;0.2680001;0.2680001;0.2680001;0.2680001;0.2680001
4;267;grid;0.2680001;0.2680001;0.2680001;0.2680001;0.2680001;0.2680001
5;267;grid;0.1348002;0.2680001;0.2680001;0.2680001;0.2680001;0.23740028
6;267;grid;0.2680001;0.2680001;0.2680001;0.2680001;0.2680001;0.2680001
7;267;grid;0.2680001;0.2680001;0.2680001;0.2680001;0.2680001;0.2680001
8;267;grid;0.2680001;0.2680001;0.21760026;0.2680001;0.2680001;0.2680001
9;267;grid;0.2680001;0.2680001;0.2680001;0.20980026;0.20200026;0.16300026
10;267;grid;0.2680001;0.2680001;0.2680001;0.2680001;0.16720027;0.12340018
11;267;grid;0.11680015;0.2680001;0.2680001;0.2680001;0.2680001;0.24880032
0;268;grid;0.17180027;0.15680024;0.26900008;0.26900008;0.26900008;0.26900008
1;268;grid;0.26900008;0.19580027;0.26900008;0.26900008;0.26900008;0.26900008
2;268;grid;0.26900008;0.26900008;0.23540027;0.19520026;0.18680027;0.1340002
3;268;grid;0.26900008;0.26900008;0.26900008;0.26900008;0.26900008;0.26900008
4;268;grid;0.26900008;0.26900008;0.26900008;0.26900008;0.26900008;0.26900008
5;268;grid;0.1358002;0.26900008;0.26900008;0.26900008;0.26900008;0.23840028
6;268;grid;0.26900008;0.26900008;0.26900008;0.26900008;0.26900008;0.26900008
7;268;grid;0.26900008;0.26900008;0.26900008;0.26900008;0.26900008;0.26900008
8;268;grid;0.26900008;0.26900008;0.21860026;0.26900008;0.26900008;0.26900008
9;268;grid;0.26900008;0.26900008;0.26900008;0.21080026;0.20300026;0.16400026
10;268;grid;0.26900008;0.26900008;0.26900008;0.26900008;0.16820027;0.12440018
11;268;grid;0.117800154;0.26900008;0.26900008;0.26900008;0.26900008;0.24980032
0;269;grid;0.17280027;0.15780024;0.27000007;0.27000007;0.27000007;0.27000007
1;269;grid;0.27000007;0.19680028;0.27000007;0.27000007;0.27000007;0.27000007
2;269;grid;0.27000007;0.27000007;0.23640028;0.19620027;0.18780027;0.1350002
3;269;grid;0.27000007;0.27000007;0.27000007;0.27000007;0.27000007;0.27000007
4;269;grid;0.27000007;0.27000007;0.27000007;0.27000007;0.27000007;0.27000007
5;269;grid;0.1368002;0.27000007;0.27000007;0.27000007;0.27000007;0.23940028
6;269;grid;0.27000007;0.27000007;0.27000007;0.27000007;0.27000007;0.27000007
7;269;grid;0.27000007;0.27000007;0.27000007;0.27000007;0.27000007;0.27000007
8;269;grid;0.27000007;0.27000007;0.21960026;0.27000007;0.27000007;0.27000007
9;269;grid;0.27000007;0.27000007;0.27000007;0.21180026;0.20400026;0.16500026
10;269;grid;0.27000007;0.27000007;0.27000007;0.27000007;0.16920027;0.12540019
11;269;grid;0.118800156;0.27000007;0.27000007;0.27000007;0.27000007;0.2508003
0;270;grid;0.17380027;0.15880024;0.27100006;0.27100006;0.27100006;0.27100006
1;270;grid;0.27100006;0.19780028;0.27100006;0.27100006;0.27100006;0.27100006
2;270;grid;0.27100006;0.27100006;0.23740028;0.19720027;0.18880028;0.1360002
3;270;grid;0.27100006;0.27100006;0.27100006;0.27100006;0.27100006;0.27100006
4;270;grid;0.27100006;0.27100006;0.27100006;0.27100006;0.27100006;0.27100006
5;270;grid;0.1378002;0.27100006;0.27100006;0.27100006;0.27100006;0.24040028
6;270;grid;0.27100006;0.27100006;0.27100006;0.27100006;0.27100006;0.27100006
7;270;grid;0.27100006;0.27100006;0.27100006;0.27100006;0.27100006;0.27100006
8;270;grid;0.27100006;0.27100006;0.22060026;0.27100006;0.27100006;0.27100006
9;270;grid;0.27100006;0.27100006;0.27100006;0.21280026;0.20500027;0.16600026
10;270;grid;0.27100006;0.27100006;0.27100006;0.27100006;0.17020027;0.12640019
11;270;grid;0.11980016;0.27100006;0.27100006;0.27100006;0.27100006;0.2518003
0;271;grid;0.17480028;0.15980025;0.27200004;0.27200004;0.27200004;0.27200004
1;271;grid;0.27200004;0.19880028;0.27200004;0.27200004;0.27200004;0.27200004
2;271;grid;0.27200004;0.27200004;0.23840028;0.19820027;0.18980028;0.1370002
3;271;grid;0.27200004;0.27200004;0.27200004;0.27200004;0.27200004;0.27200004
4;271;grid;0.27200004;0.27200004;0.27200004;0.27200004;0.27200004;0.27200004
5;271;grid;0.1388002;0.27200004;0.27200004;0.27200004;0.27200004;0.24140029
6;271;grid;0.27200004;0.27200004;0.27200004;0.27200004;0.27200004;0.27200004
7;271;grid;0.27200004;0.27200004;0.27200004;0.27200004;0.27200004;0.27200004
8;271;grid;0.27200004;0.27200004;0.22160026;0.27200004;0.27200004;0.27200004
9;271;grid;0.27200004;0.27200004;0.27200004;0.21380027;0.20600027;0.16700026
10;271;grid;0.27200004;0.27200004;0.27200004;0.27200004;0.17120028;0.12740019
11;271;grid;0.12080016;0.27200004;0.27200004;0.27200004;0.27200004;0.2528003
0;272;grid;0.17580028;0.16080025;0.27300003;0.27300003;0.27300003;0.27300003
1;272;grid;0.27300003;0.19980028;0.27300003;0.27300003;0.27300003;0.27300003
2;272;grid;0.27300003;0.27300003;0.23940028;0.19920027;0.19080028;0.1380002
3;272;grid;0.27300003;0.27300003;0.27300003;0.27300003;0.27300003;0.27300003
4;272;grid;0.27300003;0.27300003;0.27300003;0.27300003;0.27300003;0.27300003
5;272;grid;0.1398002;0.27300003;0.27300003;0.27300003;0.27300003;0.24240029
6;272;grid;0.27300003;0.27300003;0.27300003;0.27300003;0.27300003;0.27300003
7;272;grid;0.27300003;0.27300003;0.27300003;0.27300003;0.27300003;0.27300003
8;272;grid;0.27300003;0.27300003;0.22260027;0.27300003;0.27300003;0.27300003
9;272;grid;0.27300003;0.27300003;0.27300003;0.21480027;0.20700027;0.16800027
10;272;grid;0.27300003;0.27300003;0.27300003;0.27300003;0.17220028;0.12840019
11;272;grid;0.12180016;0.27300003;0.27300003;0.27300003;0.27300003;0.25380027
0;273;grid;0.17680028;0.16180025;0.27400002;0.27400002;0.27400002;0.27400002
1;273;grid;0.27400002;0.20080028;0.27400002;0.27400002;0.27400002;0.27400002
2;273;grid;0.27400002;0.27400002;0.24040028;0.20020027;0.19180028;0.1390002
3;273;grid;0.27400002;0.27400002;0.27400002;0.27400002;0.27400002;0.27400002
4;273;grid;0.27400002;0.27400002;0.27400002;0.27400002;0.27400002;0.27400002
5;273;grid;0.14080021;0.27400002;0.27400002;0.27400002;0.27400002;0.24340029
6;273;grid;0.27400002;0.27400002;0.27400002;0.27400002;0.27400002;0.27400002
7;273;grid;0.27400002;0.27400002;0.27400002;0.27400002;0.27400002;0.27400002
8;273;grid;0.27400002;0.27400002;0.22360027;0.27400002;0.27400002;0.27400002
9;273;grid;0.27400002;0.27400002;0.27400002;0.21580027;0.20800027;0.16900027
10;273;grid;0.27400002;0.27400002;0.27400002;0.27400002;0.17320028;0.1294002
11;273;grid;0.122800164;0.27400002;0.27400002;0.27400002;0.27400002;0.25480026
0;274;grid;0.17780028;0.16280025;0.275;0.275;0.275;0.275
1;274;grid;0.275;0.20180029;0.275;0.275;0.275;0.275
2;274;grid;0.275;0.275;0.24140029;0.20120028;0.19280028;0.14000021
3;274;grid;0.275;0.275;0.275;0.275;0.275;0.275
4;274;grid;0.275;0.275;0.275;0.275;0.275;0.275
5;274;grid;0.14180021;0.275;0.275;0.275;0.275;0.2444003
6;274;grid;0.275;0.275;0.275;0.275;0.275;0.275
7;274;grid;0.275;0.275;0.275;0.275;0.275;0.275
8;274;grid;0.275;0.275;0.22460027;0.275;0.275;0.275
9;274;grid;0.275;0.275;0.275;0.21680027;0.20900027;0.17000027
10;274;grid;0.275;0.275;0.275;0.275;0.17420028;0.1304002
11;274;grid;0.123800166;0.275;0.275;0.275;0.275;0.25580025
0;275;grid;0.17880028;0.16380025;0.276;0.276;0.276;0.276
1;275;grid;0.276;0.20280029;0.276;0.276;0.276;0.276
2;275;grid;0.276;0.276;0.24240029;0.20220028;0.19380029;0.14100021
3;275;grid;0.276;0.276;0.276;0.276;0.276;0.276
4;275;grid;0.276;0.276;0.276;0.276;0.276;0.276
5;275;grid;0.14280021;0.276;0.276;0.276;0.276;0.2454003
6;275;grid;0.276;0.276;0.276;0.276;0.276;0.276
7;275;grid;0.276;0.276;0.276;0.276;0.276;0.276
8;275;grid;0.276;0.276;0.22560027;0.276;0.276;0.276
9;275;grid;0.276;0.276;0.276;0.21780027;0.21000028;0.17100027
10;275;grid;0.276;0.276;0.276;0.276;0.17520028;0.1314002
11;275;grid;0.12480017;0.276;0.276;0.276;0.276;0.25680023
0;276;grid;0.17980029;0.16480026;0.27699998;0.27699998;0.27699998;0.27699998
1;276;grid;0.27699998;0.20380029;0.27699998;0.27699998;0.27699998;0.27699998
2;276;grid;0.27699998;0.27699998;0.24340029;0.20320028;0.19480029;0.14200021
3;276;grid;0.27699998;0.27699998;0.27699998;0.27699998;0.27699998;0.27699998
4;276;grid;0.27699998;0.27699998;0.27699998;0.27699998;0.27699998;0.27699998
5;276;grid;0.14380021;0.27699998;0.27699998;0.27699998;0.27699998;0.2464003
6;276;grid;0.27699998;0.27699998;0.27699998;0.27699998;0.27699998;0.27699998
7;276;grid;0.27699998;0.27699998;0.27699998;0.27699998;0.27699998;0.27699998
8;276;grid;0.27699998;0.27699998;0.22660027;0.27699998;0.27699998;0.27699998
9;276;grid;0.27699998;0.27699998;0.27699998;0.21880028;0.21100028;0.17200027
10;276;grid;0.27699998;0.27699998;0.27699998;0.27699998;0.17620029;0.1324002
11;276;grid;0.12580016;0.27699998;0.27699998;0.27699998;0.27699998;0.25780022
0;277;grid;0.18080029;0.16580026;0.27799997;0.27799997;0.27799997;0.27799997
1;277;grid;0.27799997;0.2048003;0.27799997;0.27799997;0.27799997;0.27799997
2;277;grid;0.27799997;0.27799997;0.2444003;0.20420028;0.19580029;0.14300022
3;277;grid;0.27799997;0.27799997;0.27799997;0.27799997;0.27799997;0.27799997
4;277;grid;0.27799997;0.27799997;0.27799997;0.27799997;0.27799997;0.27799997
5;277;grid;0.14480022;0.27799997;0.27799997;0.27799997;0.27799997;0.2474003
6;277;grid;0.27799997;0.27799997;0.27799997;0.27799997;0.27799997;0.27799997
7;277;grid;0.27799997;0.27799997;0.27799997;0.27799997;0.27799997;0.27799997
8;277;grid;0.27799997;0.27799997;0.22760028;0.27799997;0.27799997;0.27799997
9;277;grid;0.27799997;0.27799997;0.27799997;0.21980028;0.21200028;0.17300028
10;277;grid;0.27799997;0.27799997;0.27799997;0.27799997;0.17720029;0.1334002
11;277;grid;0.12680016;0.27799997;0.27799997;0.27799997;0.27799997;0.2588002
0;278;grid;0.18180029;0.16680026;0.27899995;0.27899995;0.27899995;0.27899995
1;278;grid;0.27899995;0.2058003;0.27899995;0.27899995;0.27899995;0.27899995
2;278;grid;0.27899995;0.27899995;0.2454003;0.20520028;0.19680029;0.14400022
3;278;grid;0.27899995;0.27899995;0.27899995;0.27899995;0.27899995;0.27899995
4;278;grid;0.27899995;0.27899995;0.27899995;0.27899995;0.27899995;0.27899995
5;278;grid;0.14580022;0.27899995;0.27899995;0.27899995;0.27899995;0.2484003
6;278;grid;0.27899995;0.27899995;0.27899995;0.27899995;0.27899995;0.27899995
7;278;grid;0.27899995;0.27899995;0.27899995;0.27899995;0.27899995;0.27899995
8;278;grid;0.27899995;0.27899995;0.22860028;0.27899995;0.27899995;0.27899995
9;278;grid;0.27899995;0.27899995;0.27899995;0.22080028;0.21300028;0.17400028
10;278;grid;0.27899995;0.27899995;0.27899995;0.27899995;0.17820029;0.1344002
11;278;grid;0.12780017;0.27899995;0.27899995;0.27899995;0.27899995;0.2598002
0;279;grid;0.1828003;0.16780026;0.27999994;0.27999994;0.27999994;0.27999994
1;279;grid;0.27999994;0.2068003;0.27999994;0.27999994;0.27999994;0.27999994
2;279;grid;0.27999994;0.27999994;0.2464003;0.20620029;0.1978003;0.14500022
3;279;grid;0.27999994;0.27999994;0.27999994;0.27999994;0.27999994;0.27999994
4;279;grid;0.27999994;0.27999994;0.27999994;0.27999994;0.27999994;0.27999994
5;279;grid;0.14680022;0.27999994;0.27999994;0.27999994;0.27999994;0.2494003
6;279;grid;0.27999994;0.27999994;0.27999994;0.27999994;0.27999994;0.27999994
7;279;grid;0.27999994;0.27999994;0.27999994;0.27999994;0.27999994;0.27999994
8;279;grid;0.27999994;0.27999994;0.22960028;0.27999994;0.27999994;0.27999994
9;279;grid;0.27999994;0.27999994;0.27999994;0.22180028;0.21400028;0.17500028
10;279;grid;0.27999994;0.27999994;0.27999994;0.27999994;0.17920029;0.1354002
11;279;grid;0.12880017;0.27999994;0.27999994;0.27999994;0.27999994;0.26080018
0;280;grid;0.1838003;0.16880026;0.28099993;0.28099993;0.28099993;0.28099993
1;280;grid;0.28099993;0.2078003;0.28099993;0.28099993;0.28099993;0.28099993
2;280;grid;0.28099993;0.28099993;0.2474003;0.20720029;0.1988003;0.14600022
3;280;grid;0.28099993;0.28099993;0.28099993;0.28099993;0.28099993;0.28099993
4;280;grid;0.28099993;0.28099993;0.28099993;0.28099993;0.28099993;0.28099993
5;280;grid;0.14780022;0.28099993;0.28099993;0.28099993;0.28099993;0.2504003
6;280;grid;0.28099993;0.28099993;0.28099993;0.28099993;0.28099993;0.28099993
7;280;grid;0.28099993;0.28099993;0.28099993;0.28099993;0.28099993;0.28099993
8;280;grid;0.28099993;0.28099993;0.23060028;0.28099993;0.28099993;0.28099993
9;280;grid;0.28099993;0.28099993;0.28099993;0.22280028;0.21500029;0.17600028
10;280;grid;0.28099993;0.28099993;0.28099993;0.28099993;0.1802003;0.13640021
11;280;grid;0.12980017;0.28099993;0.28099993;0.28099993;0.28099993;0.26180017
0;281;grid;0.1848003;0.16980027;0.28199992;0.28199992;0.28199992;0.28199992
1;281;grid;0.28199992;0.2088003;0.28199992;0.28199992;0.28199992;0.28199992
2;281;grid;0.28199992;0.28199992;0.2484003;0.20820029;0.1998003;0.14700022
3;281;grid;0.28199992;0.28199992;0.28199992;0.28199992;0.28199992;0.28199992
4;281;grid;0.28199992;0.28199992;0.28199992;0.28199992;0.28199992;0.28199992
5;281;grid;0.14880022;0.28199992;0.28199992;0.28199992;0.28199992;0.2514003
6;281;grid;0.28199992;0.28199992;0.28199992;0.28199992;0.28199992;0.28199992
7;281;grid;0.28199992;0.28199992;0.28199992;0.28199992;0.28199992;0.28199992
8;281;grid;0.28199992;0.28199992;0.23160028;0.28199992;0.28199992;0.28199992
9;281;grid;0.28199992;0.28199992;0.28199992;0.22380029;0.21600029;0.17700028
10;281;grid;0.28199992;0.28199992;0.28199992;0.28199992;0.1812003;0.13740021
11;281;grid;0.13080017;0.28199992;0.28199992;0.28199992;0.28199992;0.26280016
0;282;grid;0.1858003;0.17080027;0.2829999;0.2829999;0.2829999;0.2829999
1;282;grid;0.2829999;0.2098003;0.2829999;0.2829999;0.2829999;0.2829999
2;282;grid;0.2829999;0.2829999;0.2494003;0.2092003;0.2008003;0.14800023
3;282;grid;0.2829999;0.2829999;0.2829999;0.2829999;0.2829999;0.2829999
4;282;grid;0.2829999;0.2829999;0.2829999;0.2829999;0.2829999;0.2829999
5;282;grid;0.14980023;0.2829999;0.2829999;0.2829999;0.2829999;0.25240028
6;282;grid;0.2829999;0.2829999;0.2829999;0.2829999;0.2829999;0.2829999
7;282;grid;0.2829999;0.2829999;0.2829999;0.2829999;0.2829999;0.2829999
8;282;grid;0.2829999;0.2829999;0.23260029;0.2829999;0.2829999;0.2829999
9;282;grid;0.2829999;0.2829999;0.2829999;0.22480029;0.21700029;0.17800029
10;282;grid;0.2829999;0.2829999;0.2829999;0.2829999;0.1822003;0.13840021
11;282;grid;0.13180017;0.2829999;0.2829999;0.2829999;0.2829999;0.26380014
0;283;grid;0.1868003;0.17180027;0.2839999;0.2839999;0.2839999;0.2839999
1;283;grid;0.2839999;0.2108003;0.2839999;0.2839999;0.2839999;0.2839999
2;283;grid;0.2839999;0.2839999;0.2504003;0.2102003;0.2018003;0.14900023
3;283;grid;0.2839999;0.2839999;0.2839999;0.2839999;0.2839999;0.2839999
4;283;grid;0.2839999;0.2839999;0.2839999;0.2839999;0.2839999;0.2839999
5;283;grid;0.15080023;0.2839999;0.2839999;0.2839999;0.2839999;0.25340027
6;283;grid;0.2839999;0.2839999;0.2839999;0.2839999;0.2839999;0.2839999
7;283;grid;0.2839999;0.2839999;0.2839999;0.2839999;0.2839999;0.2839999
8;283;grid;0.2839999;0.2839999;0.23360029;0.2839999;0.2839999;0.2839999
9;283;grid;0.2839999;0.2839999;0.2839999;0.22580029;0.2180003;0.17900029
10;283;grid;0.2839999;0.2839999;0.2839999;0.2839999;0.1832003;0.13940021
11;283;grid;0.13280018;0.2839999;0.2839999;0.2839999;0.2839999;0.26480013
0;284;grid;0.1878003;0.17280027;0.28499988;0.28499988;0.28499988;0.28499988
1;284;grid;0.28499988;0.2118003;0.28499988;0.28499988;0.28499988;0.28499988
2;284;grid;0.28499988;0.28499988;0.2514003;0.2112003;0.2028003;0.15000023
3;284;grid;0.28499988;0.28499988;0.28499988;0.28499988;0.28499988;0.28499988
4;284;grid;0.28499988;0.28499988;0.28499988;0.28499988;0.28499988;0.28499988
5;284;grid;0.15180023;0.28499988;0.28499988;0.28499988;0.28499988;0.25440025
6;284;grid;0.28499988;0.28499988;0.28499988;0.28499988;0.28499988;0.28499988
7;284;grid;0.28499988;0.28499988;0.28499988;0.28499988;0.28499988;0.28499988
8;284;grid;0.28499988;0.28499988;0.23460029;0.28499988;0.28499988;0.28499988
9;284;grid;0.28499988;0.28499988;0.28499988;0.2268003;0.2190003;0.18000029
10;284;grid;0.28499988;0.28499988;0.28499988;0.28499988;0.1842003;0.14040022
11;284;grid;0.13380018;0.28499988;0.28499988;0.28499988;0.28499988;0.26580012
0;285;grid;0.1888003;0.17380027;0.28599986;0.28599986;0.28599986;0.28599986
1;285;grid;0.28599986;0.21280031;0.28599986;0.28599986;0.28599986;0.28599986
2;285;grid;0.28599986;0.28599986;0.25240028;0.2122003;0.2038003;0.15100023
3;285;grid;0.28599986;0.28599986;0.28599986;0.28599986;0.28599986;0.28599986
4;285;grid;0.28599986;0.28599986;0.28599986;0.28599986;0.28599986;0.28599986
5;285;grid;0.15280023;0.28599986;0.28599986;0.28599986;0.28599986;0.25540024
6;285;grid;0.28599986;0.28599986;0.28599986;0.28599986;0.28599986;0.28599986
7;285;grid;0.28599986;0.28599986;0.28599986;0.28599986;0.28599986;0.28599986
8;285;grid;0.28599986;0.28599986;0.2356003;0.28599986;0.28599986;0.28599986
9;285;grid;0.28599986;0.28599986;0.28599986;0.2278003;0.2200003;0.18100029
10;285;grid;0.28599986;0.28599986;0.28599986;0.28599986;0.1852003;0.14140022
11;285;grid;0.13480018;0.28599986;0.28599986;0.28599986;0.28599986;0.2668001
0;286;grid;0.1898003;0.17480028;0.28699985;0.28699985;0.28699985;0.28699985
1;286;grid;0.28699985;0.21380031;0.28699985;0.28699985;0.28699985;0.28699985
2;286;grid;0.28699985;0.28699985;0.25340027;0.2132003;0.20480031;0.15200023
3;286;grid;0.28699985;0.28699985;0.28699985;0.28699985;0.28699985;0.28699985
4;286;grid;0.28699985;0.28699985;0.28699985;0.28699985;0.28699985;0.28699985
5;286;grid;0.15380023;0.28699985;0.28699985;0.28699985;0.28699985;0.25640023
6;286;grid;0.28699985;0.28699985;0.28699985;0.28699985;0.28699985;0.28699985
7;286;grid;0.28699985;0.28699985;0.28699985;0.28699985;0.28699985;0.28699985
8;286;grid;0.28699985;0.28699985;0.2366003;0.28699985;0.28699985;0.28699985
9;286;grid;0.28699985;0.28699985;0.28699985;0.2288003;0.2210003;0.1820003
10;286;grid;0.28699985;0.28699985;0.28699985;0.28699985;0.1862003;0.14240022
11;286;grid;0.13580018;0.28699985;0.28699985;0.28699985;0.28699985;0.2678001
0;287;grid;0.19080031;0.17580028;0.28799984;0.28799984;0.28799984;0.28799984
1;287;grid;0.28799984;0.21480031;0.28799984;0.28799984;0.28799984;0.28799984
2;287;grid;0.28799984;0.28799984;0.25440025;0.2142003;0.20580031;0.15300024
3;287;grid;0.28799984;0.28799984;0.28799984;0.28799984;0.28799984;0.28799984
4;287;grid;0.28799984;0.28799984;0.28799984;0.28799984;0.28799984;0.28799984
5;287;grid;0.15480024;0.28799984;0.28799984;0.28799984;0.28799984;0.2574002
6;287;grid;0.28799984;0.28799984;0.28799984;0.28799984;0.28799984;0.28799984
7;287;grid;0.28799984;0.28799984;0.28799984;0.28799984;0.28799984;0.28799984
8;287;grid;0.28799984;0.28799984;0.2376003;0.28799984;0.28799984;0.28799984
9;287;grid;0.28799984;0.28799984;0.28799984;0.2298003;0.2220003;0.1830003
10;287;grid;0.28799984;0.28799984;0.28799984;0.28799984;0.18720031;0.14340022
11;287;grid;0.13680018;0.28799984;0.28799984;0.28799984;0.28799984;0.26880008
0;288;grid;0.19180031;0.17680028;0.28899983;0.28899983;0.28899983;0.28899983
1;288;grid;0.28899983;0.21580032;0.28899983;0.28899983;0.28899983;0.28899983
2;288;grid;0.28899983;0.28899983;0.25540024;0.2152003;0.20680031;0.15400024
3;288;grid;0.28899983;0.28899983;0.28899983;0.28899983;0.28899983;0.28899983
4;288;grid;0.28899983;0.28899983;0.28899983;0.28899983;0.28899983;0.28899983
5;288;grid;0.15580024;0.28899983;0.28899983;0.28899983;0.28899983;0.2584002
6;288;grid;0.28899983;0.28899983;0.28899983;0.28899983;0.28899983;0.28899983
7;288;grid;0.28899983;0.28899983;0.28899983;0.28899983;0.28899983;0.28899983
8;288;grid;0.28899983;0.28899983;0.2386003;0.28899983;0.28899983;0.28899983
9;288;grid;0.28899983;0.28899983;0.28899983;0.2308003;0.2230003;0.1840003
10;288;grid;0.28899983;0.28899983;0.28899983;0.28899983;0.18820031;0.14440022
11;288;grid;0.13780019;0.28899983;0.28899983;0.28899983;0.28899983;0.26980007
0;289;grid;0.19280031;0.17780028;0.2899998;0.2899998;0.2899998;0.2899998
1;289;grid;0.2899998;0.21680032;0.2899998;0.2899998;0.2899998;0.2899998
2;289;grid;0.2899998;0.2899998;0.25640023;0.2162003;0.20780031;0.15500024
3;289;grid;0.2899998;0.2899998;0.2899998;0.2899998;0.2899998;0.2899998
4;289;grid;0.2899998;0.2899998;0.2899998;0.2899998;0.2899998;0.2899998
5;289;grid;0.15680024;0.2899998;0.2899998;0.2899998;0.2899998;0.2594002
6;289;grid;0.2899998;0.2899998;0.2899998;0.2899998;0.2899998;0.2899998
7;289;grid;0.2899998;0.2899998;0.2899998;0.2899998;0.2899998;0.2899998
8;289;grid;0.2899998;0.2899998;0.2396003;0.2899998;0.2899998;0.2899998
9;289;grid;0.2899998;0.2899998;0.2899998;0.2318003;0.2240003;0.1850003
10;289;grid;0.2899998;0.2899998;0.2899998;0.2899998;0.18920031;0.14540023
11;289;grid;0.13880019;0.2899998;0.2899998;0.2899998;0.2899998;0.27080005
0;290;grid;0.19380032;0.17880028;0.2909998;0.2909998;0.2909998;0.2909998
1;290;grid;0.2909998;0.21780032;0.2909998;0.2909998;0.2909998;0.2909998
2;290;grid;0.2909998;0.2909998;0.2574002;0.21720031;0.20880032;0.15600024
3;290;grid;0.2909998;0.2909998;0.2909998;0.2909998;0.2909998;0.2909998
4;290;grid;0.2909998;0.2909998;0.2909998;0.2909998;0.2909998;0.2909998
5;290;grid;0.15780024;0.2909998;0.2909998;0.2909998;0.2909998;0.26040018
6;290;grid;0.2909998;0.2909998;0.2909998;0.2909998;0.2909998;0.2909998
7;290;grid;0.2909998;0.2909998;0.2909998;0.2909998;0.2909998;0.2909998
8;290;grid;0.2909998;0.2909998;0.2406003;0.2909998;0.2909998;0.2909998
9;290;grid;0.2909998;0.2909998;0.2909998;0.2328003;0.2250003;0.1860003
10;290;grid;0.2909998;0.2909998;0.2909998;0.2909998;0.19020031;0.14640023
11;290;grid;0.13980019;0.2909998;0.2909998;0.2909998;0.2909998;0.27180004
0;291;grid;0.19480032;0.17980029;0.2919998;0.2919998;0.2919998;0.2919998
1;291;grid;0.2919998;0.21880032;0.2919998;0.2919998;0.2919998;0.2919998
2;291;grid;0.2919998;0.2919998;0.2584002;0.21820031;0.20980032;0.15700024
3;291;grid;0.2919998;0.2919998;0.2919998;0.2919998;0.2919998;0.2919998
4;291;grid;0.2919998;0.2919998;0.2919998;0.2919998;0.2919998;0.2919998
5;291;grid;0.15880024;0.2919998;0.2919998;0.2919998;0.2919998;0.26140016
6;291;grid;0.2919998;0.2919998;0.2919998;0.2919998;0.2919998;0.2919998
7;291;grid;0.2919998;0.2919998;0.2919998;0.2919998;0.2919998;0.2919998
8;291;grid;0.2919998;0.2919998;0.2416003;0.2919998;0.2919998;0.2919998
9;291;grid;0.2919998;0.2919998;0.2919998;0.2338003;0.22600031;0.1870003
10;291;grid;0.2919998;0.2919998;0.2919998;0.2919998;0.19120032;0.14740023
11;291;grid;0.1408002;0.2919998;0.2919998;0.2919998;0.2919998;0.27280003
0;292;grid;0.19580032;0.18080029;0.29299977;0.29299977;0.29299977;0.29299977
1;292;grid;0.29299977;0.21980032;0.29299977;0.29299977;0.29299977;0.29299977
2;292;grid;0.29299977;0.29299977;0.2594002;0.21920031;0.21080032;0.15800025
3;292;grid;0.29299977;0.29299977;0.29299977;0.29299977;0.29299977;0.29299977
4;292;grid;0.29299977;0.29299977;0.29299977;0.29299977;0.29299977;0.29299977
5;292;grid;0.15980025;0.29299977;0.29299977;0.29299977;0.29299977;0.26240015
6;292;grid;0.29299977;0.29299977;0.29299977;0.29299977;0.29299977;0.29299977
7;292;grid;0.29299977;0.29299977;0.29299977;0.29299977;0.29299977;0.29299977
8;292;grid;0.29299977;0.29299977;0.2426003;0.29299977;0.29299977;0.29299977
9;292;grid;0.29299977;0.29299977;0.29299977;0.23480031;0.22700031;0.1880003
10;292;grid;0.29299977;0.29299977;0.29299977;0.29299977;0.19220032;0.14840023
11;292;grid;0.1418002;0.29299977;0.29299977;0.29299977;0.29299977;0.27380002
0;293;grid;0.19680032;0.18180029;0.29399976;0.29399976;0.29399976;0.29399976
