#Simulation
#================
#
#SIZE=128
#SPEED=1
#NUM_AGENTS=12
#AGENT_AUDITION30
#AGENT_LEARNING_SPEED=1
#AGENT_SIGHT=40
#FOOD_ADDITION_PER_UNIT=5
#FOOD_MAXRANGE=12
#FOOD_MINRANGE=8
#FOOD_NUM=6
#FOOD_SPEED=30
#ANSWER_SAMPLE=5

id;step;kind;food_0;food_1;food_2;food_3;food_4;food_5
5;6;grid;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007
6;6;grid;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007
7;6;grid;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007
8;6;grid;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007
9;6;grid;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007
10;6;grid;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007
11;6;grid;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007;0.0070000007
0;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
1;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
2;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
3;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
4;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
5;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
6;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
7;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
8;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
9;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
10;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
11;7;grid;0.0080;0.0080;0.0080;0.0080;0.0080;0.0080
0;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
1;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
2;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
3;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
4;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
5;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
6;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
7;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
8;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
9;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
10;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
11;8;grid;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001;0.009000001
0;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
1;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
2;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
3;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
4;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
5;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
6;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
7;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
8;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
9;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
10;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
11;9;grid;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001;0.010000001
0;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
1;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
2;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
3;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
4;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
5;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
6;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
7;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
8;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
9;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
10;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
11;10;grid;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001;0.011000001
0;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
1;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
2;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
3;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
4;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
5;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
6;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
7;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
8;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
9;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
10;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
11;11;grid;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001;0.012000001
0;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
1;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
2;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
3;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
4;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
5;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
6;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
7;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
8;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
9;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
10;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
11;12;grid;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001;0.013000001
0;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
1;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
2;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
3;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
4;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
5;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
6;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
7;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
8;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
9;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
10;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
11;13;grid;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001;0.014000001
0;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
1;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
2;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
3;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
4;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
5;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
6;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
7;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
8;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
9;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
10;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
11;14;grid;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015;0.0150000015
0;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
1;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
2;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
3;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
4;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
5;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
6;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
7;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
8;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
9;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
10;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
11;15;grid;0.016;0.016;0.016;0.016;0.016;0.016
0;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
1;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
2;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
3;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
4;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
5;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
6;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
7;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
8;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
9;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
10;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
11;16;grid;0.017;0.017;0.017;0.017;0.017;0.017
0;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
1;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
2;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
3;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
4;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
5;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
6;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
7;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
8;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
9;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
10;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
11;17;grid;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001;0.018000001
0;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
1;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
2;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
3;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
4;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
5;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
6;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
7;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
8;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
9;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
10;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
11;18;grid;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001;0.019000001
0;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
1;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
2;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
3;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
4;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
5;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
6;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
7;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
8;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
9;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
10;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
11;19;grid;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001;0.020000001
0;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
1;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
2;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
3;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
4;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
5;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
6;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
7;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
8;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
9;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
10;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
11;20;grid;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002;0.021000002
0;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
1;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
2;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
3;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
4;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
5;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
6;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
7;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
8;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
9;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
10;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
11;21;grid;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002;0.022000002
0;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
1;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
2;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
3;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
4;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
5;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
6;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
7;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
8;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
9;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
10;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
11;22;grid;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002;0.023000002
0;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
1;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
2;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
3;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
4;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
5;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
6;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
7;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
8;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
9;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
10;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
11;23;grid;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002;0.024000002
0;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
1;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
2;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
3;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
4;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
5;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
6;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
7;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
8;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
9;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
10;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
11;24;grid;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002;0.025000002
0;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
1;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
2;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
3;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
4;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
5;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
6;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
7;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
8;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
9;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
10;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
11;25;grid;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002;0.026000002
0;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
1;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
2;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
3;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
4;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
5;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
6;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
7;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
8;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
9;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
10;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
11;26;grid;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003;0.027000003
